account_age_days,historical_return_rate,lifetime_value_usd,orders_last_7d,failed_payment_attempts,is_fraudulent_return
1,0.3110045944044903,2912.3565344167573,3,0,0
613,0.13124250395029552,3938.1825944106295,7,1,0
22,0.14579406408057866,1113.3296173154663,0,1,0
769,0.28052641976193954,1404.9925013067013,1,0,0
568,0.28511898228852406,4955.453168462188,4,0,0
995,0.2770630816791371,352.84041054611237,4,0,0
464,0.15446017479748475,4181.017054578338,2,1,0
183,0.3741035591975638,1712.9799266050472,0,0,0
670,0.053780695885217056,998.1431813371071,3,0,0
724,0.030833103653702065,2816.9491113284826,2,0,0
847,0.21344334785458297,4477.122753150673,4,1,0
628,0.08277039741154363,2262.988131667699,6,0,0
967,0.2990937499692643,3755.5782147831906,6,1,0
71,0.09460450265288822,522.4836884168766,6,0,0
885,0.028001154469500078,1309.8572518555263,5,1,0
524,0.18831992589859786,289.3942046965459,7,0,0
587,0.21571573351874412,3046.8120925411577,5,1,0
385,0.059765434773538906,297.0244085089463,7,1,0
722,0.033776441488767184,3815.767878540119,8,0,0
196,0.3417080661468546,2751.791286683946,3,0,0
655,0.19613352076177354,149.0727312060174,3,1,0
680,0.18037387252760462,2750.6792579592825,7,1,0
879,0.24638021199954502,2967.6329907251456,2,1,0
915,0.13685031474429793,2551.280932800893,5,1,0
664,0.07906328481653413,2482.1113149124412,0,1,0
230,0.22092404358692852,4699.218249037232,9,0,0
729,0.07275865019371247,952.4509517885156,8,1,0
447,0.2714631945498922,3384.9878910787247,9,0,0
459,0.10761032263318943,4757.388305052548,4,0,0
878,0.3929334283529425,651.6282931547606,4,0,0
435,0.2924963668029109,794.4714494357376,9,0,0
737,0.070389170006116,66.30148287622993,0,1,0
826,0.2649476482769706,4084.3841660417315,5,0,0
990,0.30012651646675254,2472.859950925636,0,0,0
790,0.36707479865207543,2130.4269397736853,9,0,0
492,0.32939305884045644,4088.1905745721365,4,1,0
923,0.3649556568961818,3188.5314989727817,7,0,0
384,0.38449009761431474,3482.9558147686416,0,1,0
588,0.18754970265917498,442.17136251055314,5,1,0
129,0.3280725212796791,3853.586051987481,6,0,0
283,0.12446449385729685,1373.8548012572878,5,0,0
646,0.31148644384404783,4747.039175025404,0,1,0
107,0.1572820754636826,2503.5386923697497,2,1,0
391,0.17907239059790275,2582.732826921885,7,0,0
998,0.17458019328287488,608.0161340411685,8,0,0
221,0.32593247383359375,4495.076628632847,6,1,0
769,0.04900270743547086,3588.4441297867106,7,0,0
509,0.10174399727765626,491.2265647400161,0,0,0
712,0.13400449184261176,4911.27377433892,3,1,0
968,0.273024965941383,2323.758755140782,4,0,0
899,0.004073124097117575,2484.5832748486946,2,0,0
792,0.15535766415572372,2108.8665533104845,5,1,0
606,0.25046934587494724,3133.730585145109,4,0,0
828,0.281406305476815,4244.344512553427,3,0,0
576,0.21196862794679072,934.2775580463409,5,0,0
423,0.17546104748283975,1771.2875360298963,6,0,0
641,0.07684206790362341,3602.2059815953335,8,0,0
964,0.207887156790787,1778.140387214047,2,1,0
343,0.06250684505790488,1013.4050906926308,0,1,0
910,0.2667398741346657,3692.352050400363,6,1,0
848,0.2667607154904919,582.3539966758758,5,0,0
827,0.08909821339406304,1715.4155556153057,8,1,0
130,0.1731967840250545,3143.6016898688513,8,0,0
613,0.17943434549692938,338.07896214492087,5,1,0
405,0.1590863457492132,4961.3759079857455,8,1,0
279,0.3526533212679636,3068.0718717472423,1,1,0
120,0.2540844031719816,4467.541064719463,4,0,0
599,0.19979925581043395,3639.419353408416,6,1,0
256,0.2916380985695483,3518.6486417047963,7,1,0
62,0.24776231165592233,4989.441773322183,1,1,0
879,0.2539743459532041,4943.522871180343,9,1,0
609,0.1738912015244436,3685.305168299681,7,0,0
314,0.2494364105769405,686.3304094092242,3,0,0
32,0.2000148179931457,1491.9718590587145,5,0,0
806,0.1555973689020046,533.4223302098981,0,0,0
736,0.38033067101180323,2273.033741138339,7,0,0
377,0.028870539733517997,2589.00195456685,2,0,0
496,0.024283326529647986,590.3900236837299,6,1,0
668,0.36417641873828094,4397.9682274932175,8,0,0
242,0.24150592777418933,2884.4553643059553,8,1,0
672,0.2294034771345178,1683.4792278734312,4,0,0
819,0.2322594324058594,3144.351344575354,3,0,0
677,0.3600390803390011,1484.2668994558203,4,0,0
894,0.17479259789219603,4716.098425074339,7,1,0
602,0.008644022381681604,2409.2055483630465,5,0,0
478,0.2815471389362464,1003.1297040057622,4,1,0
214,0.21572249615400518,1221.6951448846978,1,0,0
233,0.3084505645198687,3682.0736346122108,9,1,0
778,0.3309391940223456,2182.2141927305256,8,1,0
100,0.21680301670476754,2316.4765582535388,7,1,0
234,0.33772780901162525,3809.086662090062,3,0,0
933,0.1653513941996555,1729.6773133344666,3,0,0
819,0.2694810596782105,1582.7388380504667,3,0,0
118,0.268503643296962,1155.800448763374,4,0,0
163,0.38499614060935206,3051.6382010927186,4,1,0
861,0.2241732352623168,4929.579642727883,2,0,0
822,0.20232251422004965,1706.1595611086714,7,1,0
377,0.14622090229475787,3649.509944898657,8,1,0
696,0.17282846777092964,4322.18658145478,7,0,0
764,0.13397137505342394,3033.396033560678,9,1,0
728,0.279697622319235,1883.549067495567,0,1,0
896,0.12590338302544074,3960.7737634008768,9,0,0
357,0.15605973266960227,4533.138207980093,0,0,0
654,0.13029894318588808,775.302807917775,3,1,0
762,0.296758446056932,1822.3718155503702,1,0,0
599,0.35400566543564477,1358.8181845769564,5,0,0
371,0.35274477428931733,3292.925562386689,3,1,0
817,0.07628711215118938,852.6023005049822,8,0,0
715,0.2775798648950774,1363.208644144371,6,1,0
352,0.07228985511979236,1510.0639600105744,8,1,0
159,0.07058301659851485,4639.289141190894,7,1,0
39,0.31197975471600714,768.7978492376192,1,0,0
892,0.16911548365864243,67.8518587269844,6,1,0
651,0.07282604553217825,4265.55086360582,8,0,0
257,0.16885957228110854,2064.328124446527,6,1,0
819,0.2015156556413683,2834.8773873728965,4,1,0
674,0.2935129409668813,3999.7598893614136,1,0,0
702,0.1411569171053601,1975.7052026351691,3,1,0
147,0.06965974118902318,988.7557685967059,9,0,0
146,0.1429531451974893,2918.7102687573833,3,0,0
611,0.1435015527545993,638.3627712502615,8,1,0
212,0.05312285423478025,2173.5257976688144,7,0,0
527,0.18769761032558657,2838.9884247972514,4,0,0
700,0.1583735916287175,2909.593159066267,6,1,0
681,0.2696741024204399,658.1972547731377,7,1,0
832,0.3203107745288443,971.7422842350572,9,0,0
902,0.010026354892004263,1445.9412670266274,3,0,0
73,0.007114111864582995,302.2078746786342,6,1,0
182,0.001957052867695319,2403.216990726221,0,1,0
649,0.1960699625580749,4671.260859460255,1,0,0
477,0.11722442440401976,4458.669571779532,1,1,0
318,0.3736180690197751,2929.654668843559,4,1,0
159,0.11380528932088624,4774.209868059795,3,1,0
429,0.34462200998101156,3196.9072185323303,2,0,0
214,0.08801984107748534,887.6187056904819,2,1,0
127,0.3042673216386192,1623.9164931811977,4,0,0
448,0.035590118159043116,2080.3133594569263,3,1,0
58,0.13311575074940513,1656.2986640690472,9,0,0
345,0.29226075771909654,2161.957302188579,2,0,0
284,0.1113924821049801,2890.5814228660442,8,0,0
315,0.39348036349270454,4386.287464771342,9,1,0
61,0.21934235144989678,1013.0529978868964,9,0,0
686,0.3155246966351103,4637.604476416412,4,1,0
466,0.15147258394504198,720.9471738769985,7,0,0
388,0.12977612433249408,4926.221667381708,5,1,0
621,0.2223126200307714,3024.7386878264206,1,0,0
288,0.39483423139025137,2126.1137980396174,4,0,0
52,0.06673450223482952,1639.637638882187,4,1,0
252,0.029812762193634434,2626.840989708405,0,0,0
318,0.03851599999205696,4216.365975010737,0,1,0
412,0.34285361464303793,3288.2298852345266,4,0,0
114,0.2185621368700062,371.0222781992628,8,1,0
909,0.07076060122498007,137.6888020693978,7,0,0
118,0.268503643296962,1155.800448763374,4,0,0
820,0.2453237496703634,176.12319620271745,0,0,0
925,0.1466780399969938,2632.985849104235,7,1,0
993,0.39634628642468894,2367.9411048092384,2,0,0
574,0.011246164817770243,3218.1713885135478,5,1,0
555,0.05110565746031126,2569.0340469780504,7,1,0
853,0.3973402877554036,4956.156730028528,6,0,0
691,0.35363395933321956,2966.817560868239,9,1,0
715,0.29217570849105645,4783.373160382062,4,0,0
780,0.06533631520663119,2492.909084287623,2,0,0
42,0.1530743254592874,2004.2758400230975,7,0,0
125,0.30383878074436194,3798.9110649900103,9,0,0
698,0.14813491797723471,1582.8135764477026,4,1,0
946,0.05164673377632156,2463.0069160345356,1,0,0
154,0.1212886014489683,1593.265397709796,4,0,0
983,0.32137595697977345,2148.0353462778544,7,0,0
104,0.15206192473401808,221.87819706357845,9,1,0
649,0.22398759606926333,3327.511031144675,3,0,0
297,0.22547216108811358,1654.2032228865862,1,0,0
619,0.24087845456133822,521.2892680984189,0,1,0
881,0.14854810958654052,4387.228245618816,4,0,0
119,0.32515357865362804,349.95859748934265,5,1,0
800,0.3382360717462055,2283.1729134131137,3,1,0
398,0.08231362328270758,894.6306624637191,8,1,0
197,0.07335028791682996,1468.9875849032712,6,0,0
823,0.16890852166078202,2910.464800545216,8,1,0
937,0.158422471825165,3128.659181561821,4,1,0
284,0.300693492990893,3693.922559757841,9,0,0
643,0.14927396299108198,3093.840349959494,2,1,0
688,0.018342002697271154,4959.691136476156,2,1,0
774,0.09574670496540116,4480.890933389317,8,0,0
268,0.3123664259478072,1311.8865018034996,1,1,0
233,0.19477656781304764,2143.9339145721246,6,0,0
146,0.32543319762707035,378.9598034878134,0,0,0
382,0.2625319350953478,1116.1157624401253,0,0,0
804,0.291877094391535,4060.965337096912,2,0,0
163,0.1497288619671273,724.572659103118,3,1,0
895,0.09338865331803503,2825.2296702728386,3,1,0
68,0.2308851831981395,3344.287284410363,1,0,0
899,0.20867016758,3387.9771650761672,1,1,0
974,0.24435308419580098,4805.743610707779,3,0,0
231,0.09634554734648398,1923.4515011004892,1,0,0
877,0.1962630992089136,1853.4067953212382,9,0,0
919,0.2783661538796089,1406.4025511419184,6,1,0
424,0.05327562360805649,2272.577617272863,1,1,0
535,0.014631054583666092,2607.540665620476,6,1,0
751,0.17642205918675002,1813.0473035872792,2,0,0
771,0.18687671021147662,1759.9732131670876,9,1,0
949,0.3163480207017565,798.6392376998216,9,1,0
398,0.3047529455024916,4918.774420322442,1,0,0
598,0.16195265828160094,4200.948336288936,6,1,0
446,0.3649578147562888,450.5510902696127,1,1,0
439,0.2739057923624013,530.7136441926116,6,1,0
824,0.041333518993271146,1825.1893222507108,9,1,0
109,0.28728725173650854,3584.3633661789263,0,0,0
617,0.33216968330284113,2033.4374363842717,9,1,0
237,0.2153526658492026,3897.8418557695545,1,0,0
760,0.21982786702958246,4532.435789065349,2,1,0
447,0.20244654841153314,836.5819026337075,0,1,0
932,0.13557112669029403,2489.484125702455,7,1,0
152,0.2497743506431876,571.9707618189062,9,0,0
553,0.21998688352119,4191.363136164484,1,0,0
738,0.207054541061998,2842.0805330517514,4,1,0
562,0.31443644849408775,4975.720460935247,9,1,0
602,0.2013356041269989,628.7221822691774,7,0,0
39,0.08080479029768195,1648.2498850429397,4,0,0
647,0.31727823387076237,2820.0939646549427,2,1,0
128,0.2863802664775434,4986.962598671033,6,0,0
833,0.2968753762035898,2664.3320099370517,4,0,0
967,0.2990937499692643,3755.5782147831906,6,1,0
302,0.35747641177588857,2442.026938200422,4,1,0
85,0.05780594409620737,1357.1664846139645,7,1,0
162,0.26612290357089036,160.52771123924737,8,1,0
278,0.2797874209779367,2078.247089944056,6,0,0
187,0.27928671085413304,3700.237309178893,2,0,0
111,0.22464791044812726,1182.6173029648671,7,1,0
509,0.011069976516935698,3529.9298065602443,8,0,0
601,0.22974165052508266,3777.3474033964258,2,0,0
973,0.04892850135822502,1793.7913494937056,1,1,0
811,0.28338228192618786,2928.5375143163947,9,1,0
85,0.05780594409620737,1357.1664846139645,7,1,0
647,0.1838935427402818,1340.5077630190651,6,1,0
393,0.06243503845296133,869.5393996725026,8,1,0
764,0.014738176062223829,4004.5664583611638,2,1,0
194,0.07969513287446056,615.5158724202885,0,1,0
984,0.36759197177566183,2625.034916083758,7,1,0
598,0.35394034761826765,650.6535768547927,2,0,0
749,0.2691001957049102,1056.9661356629808,3,0,0
915,0.0994458514690087,2192.260367681567,7,1,0
460,0.2793111684330947,471.939474090962,2,1,0
130,0.1731967840250545,3143.6016898688513,8,0,0
424,0.29831526617857057,4340.579700794812,9,0,0
56,0.09723175959115687,1643.8162820564135,5,0,0
495,0.07795946795322795,3996.03138839349,6,0,0
373,0.137585056244034,3063.570357867556,3,1,0
340,0.03489289200023238,2444.769935342103,2,1,0
129,0.23514423835158793,249.97841737098582,6,1,0
973,0.08837843371173038,3315.125773953828,7,0,0
110,0.024101121022918393,4977.462638095174,3,1,0
414,0.08029684752165428,3457.685663903671,6,0,0
942,0.34303657771135976,4571.113177797707,0,1,0
229,0.02632787972553996,3886.7349200064155,6,0,0
592,0.093576096299465,480.6834981876243,8,0,0
370,0.007887194885722981,1966.5692774251727,6,0,0
768,0.27005835468141004,3511.880908977309,7,0,0
923,0.18143290849755173,3426.8929993693127,9,1,0
494,0.11985453912122235,4034.387057699056,6,1,0
420,0.3841033839037454,857.5437105970498,8,0,0
157,0.2190558255166476,2278.5227497698415,7,0,0
390,0.17171030806533694,327.7518186727139,0,1,0
454,0.15907609290208002,1713.8016023815114,2,0,0
307,0.17792295562248528,325.2522452246125,9,0,0
668,0.36417641873828094,4397.9682274932175,8,0,0
313,0.2343009050607549,3475.7717049456387,4,1,0
72,0.21813443055778137,450.21756354611057,7,1,0
309,0.22190637049004042,755.0910374705556,0,1,0
876,0.02400115131506464,673.7316138366854,1,1,0
765,0.2711021943596575,3342.7319316444564,7,1,0
932,0.3514737743084533,914.4599843974548,4,1,0
859,0.184528079670902,2543.909488667504,3,1,0
41,0.3320165165556588,3081.3943951097117,5,0,0
47,0.3003336338528028,4340.197324437892,3,0,0
920,0.2898197277670099,4209.666431084282,8,1,0
94,0.2010042358254307,2264.2589535026013,1,1,0
815,0.12043903185274135,4893.146301898539,1,1,0
155,0.28228572930355567,2938.7234689619145,6,0,0
385,0.37826958361312035,708.8526160631396,3,1,0
192,0.1530292264625724,1301.8365537773382,7,1,0
824,0.30676394208178653,1233.75796138236,2,1,0
604,0.25375454723466573,4429.5467057991655,8,1,0
547,0.12163654223534931,1726.832855510592,6,1,0
70,0.34147084731266514,4241.724161716284,0,0,0
321,0.18285792858952354,1877.809647043199,5,1,0
968,0.17812494730189005,3216.525207687558,4,1,0
443,0.25085640834424594,1290.5293302700043,7,0,0
106,0.009717577591150994,4464.839527227888,9,1,0
288,0.39483423139025137,2126.1137980396174,4,0,0
54,0.31863990506154377,4865.097800586635,7,1,0
512,0.2970607332495941,4548.650400868349,5,0,0
731,0.17823833542389372,2039.254102463782,7,1,0
674,0.23501010478634837,3996.6333080008685,2,1,0
154,0.3975437303301298,3888.9648314317305,0,1,0
618,0.03833619098414498,4774.651908816248,5,1,0
317,0.3260413414398717,1367.8048101995923,2,0,0
759,0.12607197791947178,4190.160236055779,2,1,0
194,0.10113859054533447,1205.4915136246636,1,0,0
278,0.3385799789611604,524.1797253922438,7,1,0
193,0.34239770107507655,1516.2416770101834,3,0,0
76,0.30705757723122373,4663.010257982105,5,1,0
533,0.3787010991655137,4451.5474173814555,5,0,0
514,0.11223643471430139,3565.9173766337967,6,1,0
849,0.3998703218564196,552.2095371129709,0,0,0
18,0.2066113387458856,3338.5920805566134,5,0,0
233,0.3084505645198687,3682.0736346122108,9,1,0
101,0.0927059089135871,3822.4988281033225,9,1,0
271,0.24212652811501084,3433.038035011415,5,0,0
984,0.12080123102001994,137.2190135120842,6,0,0
443,0.3955149385058756,1059.613470678395,2,0,0
192,0.057645629941800114,2542.564941232476,0,1,0
473,0.31781599932001997,3280.9810258005828,1,1,0
990,0.30012651646675254,2472.859950925636,0,0,0
237,0.2153526658492026,3897.8418557695545,1,0,0
490,0.30753231492890565,2076.396978294426,5,0,0
910,0.3944725619674634,2025.9447866950109,4,0,0
41,0.2565949458549149,4773.473306690428,0,1,0
166,0.015080685753419476,4244.212918894952,9,1,0
726,0.12003482655358932,555.4696902977325,8,1,0
570,0.23863881626661765,3019.141518313737,1,0,0
536,0.030456113435763543,1306.056165954715,7,1,0
9,0.06818282692562067,3866.7300259870035,0,0,0
533,0.3787010991655137,4451.5474173814555,5,0,0
853,0.15777673722155544,1193.266871288092,7,1,0
43,0.373730801740877,3567.027715178902,3,0,0
610,0.11945234783378827,4140.498547118341,9,1,0
928,0.3538513147748419,1417.2376816927847,8,1,0
825,0.2888815337488537,1382.9902895437515,5,1,0
145,0.3184107321421764,1145.7743694851702,6,0,0
422,0.33690707288184035,257.2228545141379,1,1,0
861,0.21275022437348545,4903.375252602208,9,1,0
770,0.20881950293435136,4539.206637556451,5,0,0
150,0.08079375087903412,3144.2180648788626,4,1,0
107,0.10491329154528067,3453.33418973384,7,0,0
698,0.25454091428323555,3108.6226495538476,2,1,0
492,0.13612027125302234,3957.4115830186693,2,1,0
553,0.27641517804619975,3861.342203302487,1,0,0
512,0.17165048459787047,1495.2364552217994,5,0,0
807,0.07664808025769371,1360.5235635777376,1,1,0
130,0.009844655987875539,1356.1064335069682,8,0,0
674,0.15805079089141216,468.41743943535704,8,0,0
43,0.3169077031149724,2618.0475631059317,8,0,0
895,0.03256725072198052,2113.0956082613825,3,0,0
